Temperature,Humidity,Moisture,Soil_Type,Crop,Nitrogen,Phosphorus,Potassium,pH,pH_Status,Moisture_Status,N_Status,P_Status,K_Status,Primary_Fertilizer,Secondary_Fertilizer,Organic_1,Organic_2,Organic_3,pH_Amendment,Moisture_Action,Model_Prediction
16.37,52.62,62.97,Loamy,Wheat,16,8,164,6.29,Optimal,Optimal,Deficient,Deficient,Excess,CAN,DAP,Azotobacter,Rock phosphate,Mustard cake,Maintain pH,Maintain moisture,CAN
22.6,94.31,25.3,Clayey,Pulses,73,81,61,6.47,Optimal,Deficient,Optimal,Optimal,Optimal,DAP,MOP,Wood ash,Rhizobium inoculation,FYM,Maintain pH,Irrigation,DAP
22.39,93.3,32.62,Loamy,Sugarcane,59,58,29,6.64,Optimal,Optimal,Optimal,Optimal,Deficient,MOP,SSP,Banana trash compost,Rock phosphate,Press mud compost,Maintain pH,Maintain moisture,MOP
30.28,45.27,48.01,Clayey,Millets,74,92,120,5.48,Acidic,Optimal,Optimal,Excess,Optimal,DAP,MOP,Banana peel powder,Wood ash,Banana peel powder,Lime,Maintain moisture,DAP
29.97,50.31,66.25,Loamy,Sugarcane,3,69,84,7.0,Optimal,Optimal,Deficient,Optimal,Optimal,Urea,SOP,FYM,Bone meal,Press mud compost,Maintain pH,Maintain moisture,Urea
33.67,90.72,23.46,Sandy,Cotton,118,48,55,7.33,Optimal,Deficient,Excess,Optimal,Optimal,DAP,MOP,Vermicompost,Ash,Vermicompost,Maintain pH,Irrigation,DAP
21.51,64.57,61.13,Loamy,Tea,116,30,173,6.54,Optimal,Optimal,Excess,Deficient,Excess,Rock Phosphate,SSP,Poultry manure,Rock phosphate,Neem cake,Maintain pH,Maintain moisture,Rock Phosphate
18.08,64.34,19.27,Loamy,Soybean,50,50,176,6.6,Optimal,Deficient,Optimal,Optimal,Excess,DAP,MOP,Banana peel compost,Wood ash,Rock phosphate,Maintain pH,Irrigation,DAP
34.51,52.24,26.95,Loamy,Millets,93,52,156,6.91,Optimal,Deficient,Optimal,Optimal,Excess,DAP,SSP,Green leaf manure,Rock phosphate,Rock phosphate,Maintain pH,Light irrigation,DAP
21.08,52.39,47.9,Clayey,Tea,12,14,158,6.47,Optimal,Optimal,Deficient,Deficient,Excess,Urea,Rock Phosphate,Mustard cake,Poultry manure,Banana peel compost,Maintain pH,Maintain moisture,Urea
26.78,85.86,34.38,Loamy,Groundnut,73,80,109,6.29,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,SSP,Banana compost,Banana compost,FYM,Maintain pH,Maintain moisture,DAP
16.72,35.8,23.56,Loamy,Wheat,46,26,101,5.71,Acidic,Deficient,Optimal,Deficient,Optimal,SSP,MOP,Poultry manure,Rock phosphate,Wood ash,Lime,Irrigation (CRI/booting/grain filling),SSP
28.99,74.48,23.83,Loamy,Soybean,29,18,117,6.91,Optimal,Deficient,Deficient,Deficient,Optimal,DAP starter,SSP,FYM,Bone meal,Wood ash,Maintain pH,Irrigation,DAP starter
17.83,84.54,42.05,Clayey,Coffee,115,84,44,6.3,Optimal,Optimal,Excess,Optimal,Optimal,DAP,SOP,Bone meal,Rock phosphate,Oilseed cakes,Maintain pH,Maintain moisture,DAP
24.91,90.59,19.45,Clayey,Maize,20,76,26,6.97,Optimal,Deficient,Deficient,Optimal,Deficient,Urea,MOP,FYM,Wood ash,PSB,Maintain pH,Irrigation,Urea
29.49,66.53,61.96,Loamy,Maize,82,67,40,6.81,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,SOP,Rock phosphate,Rock phosphate,Wood ash,Maintain pH,Maintain moisture,DAP
31.44,37.64,81.51,Clayey,Maize,99,68,50,7.19,Optimal,Excess,Optimal,Optimal,Optimal,DAP,SSP,Wood ash,PSB,Green manure,Maintain pH,Drainage,DAP
29.3,35.98,28.77,Clayey,Rice,9,76,20,6.83,Optimal,Deficient,Deficient,Optimal,Deficient,Ammonium Sulphate,SOP,Vermicompost,Banana pseudostem compost,Azolla,Maintain pH,Irrigation,Ammonium Sulphate
26.0,90.25,31.2,Loamy,Cotton,115,8,30,7.21,Optimal,Optimal,Excess,Deficient,Deficient,SOP,SSP,Rock phosphate,Banana peel compost,Poultry manure,Maintain pH,Maintain moisture,SOP
31.56,63.12,80.58,Loamy,Sugarcane,105,29,59,6.62,Optimal,Excess,Excess,Deficient,Optimal,DAP,SSP,Bone meal,Wood ash,Bone meal,Maintain pH,Drainage,DAP
30.78,76.0,83.75,Loamy,Groundnut,17,30,123,7.16,Optimal,Excess,Deficient,Deficient,Excess,Ammonium Sulphate,SSP,Neem cake,Rock phosphate,Neem cake,Maintain pH,Drainage,Ammonium Sulphate
28.45,52.14,75.51,Loamy,Soybean,9,73,98,7.01,Optimal,Excess,Deficient,Optimal,Optimal,DAP starter,MOP,Rhizobium inoculation,Wood ash,Vermicompost,Maintain pH,Drainage,DAP starter
20.56,41.15,54.61,Sandy,Pulses,100,49,6,7.54,Alkaline,Optimal,Optimal,Optimal,Deficient,MOP,DAP,Banana waste,FYM,Compost,Gypsum,Maintain moisture,MOP
32.5,58.9,44.3,Loamy,Millets,24,70,106,6.93,Optimal,Optimal,Deficient,Optimal,Optimal,Urea (small doses),MOP,FYM,Rock phosphate,FYM,Maintain pH,Maintain moisture,Urea (small doses)
22.11,94.66,23.19,Loamy,Pulses,25,66,11,6.01,Optimal,Deficient,Deficient,Optimal,Deficient,Starter DAP,MOP,Compost,Wood ash,Wood ash,Maintain pH,Irrigation,Starter DAP
31.02,67.64,66.27,Clayey,Rice,99,56,151,6.62,Optimal,Optimal,Optimal,Optimal,Excess,DAP,SOP,Vermicompost,Bone meal,Bone meal,Maintain pH,Maintain moisture,DAP
21.87,76.8,75.23,Sandy,Coffee,41,85,60,8.45,Alkaline,Excess,Optimal,Optimal,Optimal,DAP,SOP,FYM,Rock phosphate,Compost,DAP,Drainage,DAP
21.94,54.61,75.49,Loamy,Coffee,60,23,84,6.9,Optimal,Excess,Optimal,Deficient,Optimal,SSP,MOP,Bone meal,Rock phosphate,Compost,Maintain pH,Drainage,SSP
16.64,59.52,50.18,Loamy,Tea,21,54,34,6.34,Optimal,Optimal,Deficient,Optimal,Deficient,Ammonium Sulphate,SOP,Mustard cake,Banana peel compost,Poultry manure,Maintain pH,Maintain moisture,Ammonium Sulphate
22.24,66.43,22.28,Clayey,Tea,5,69,156,5.96,Acidic,Deficient,Deficient,Optimal,Excess,Urea,SOP,Mustard cake,Rock phosphate,Vermicompost,(Prefers acidic),Irrigation,Urea
33.53,57.1,70.85,Clayey,Maize,40,57,2,6.87,Optimal,Excess,Optimal,Optimal,Deficient,MOP,SSP,Wood ash,Banana stem compost,FYM,Maintain pH,Drainage,MOP
20.55,79.46,24.21,Clayey,Maize,61,89,168,6.08,Optimal,Deficient,Optimal,Excess,Excess,DAP,SSP,Rock phosphate,Green manure,FYM,Maintain pH,Irrigation,DAP
33.53,47.66,56.16,Loamy,Sugarcane,9,16,26,6.45,Optimal,Optimal,Deficient,Deficient,Deficient,CAN,MOP,Green manure,Rock phosphate,Wood ash,Maintain pH,Maintain moisture,CAN
35.39,92.23,71.48,Loamy,Cotton,3,91,24,7.15,Optimal,Excess,Deficient,Excess,Deficient,Urea,SOP,FYM,Banana peel compost,Banana peel compost,Maintain pH,Drainage,Urea
34.05,47.21,44.47,Loamy,Millets,55,86,4,6.79,Optimal,Optimal,Optimal,Excess,Deficient,MOP,SSP,Banana peel powder,Wood ash,Banana peel powder,Maintain pH,Maintain moisture,MOP
18.14,92.95,76.45,Clayey,Tea,108,51,44,5.67,Acidic,Excess,Excess,Optimal,Optimal,DAP,SOP,FYM,Rock phosphate,Banana peel compost,(Prefers acidic),Drainage,DAP
20.47,53.96,33.64,Loamy,Wheat,76,68,139,6.31,Optimal,Optimal,Optimal,Optimal,Excess,DAP,SSP,Wood ash,Poultry manure,Wood ash,Maintain pH,Maintain moisture,DAP
27.01,49.95,57.3,Sandy,Sugarcane,2,2,179,7.38,Optimal,Optimal,Deficient,Deficient,Excess,Urea,DAP,Press mud compost,Bone meal,Bone meal,Maintain pH,Maintain moisture,Urea
30.32,55.27,47.97,Loamy,Cotton,37,19,134,6.22,Optimal,Optimal,Deficient,Deficient,Excess,Urea,DAP,Oil cakes,Rock phosphate,Oil cakes,Maintain pH,Maintain moisture,Urea
32.36,35.43,80.33,Clayey,Cotton,94,53,122,6.49,Optimal,Excess,Optimal,Optimal,Excess,DAP,SOP,Ash,FYM,Poultry manure,Maintain pH,Drainage,DAP
25.11,90.53,53.25,Clayey,Coffee,100,82,11,7.22,Optimal,Optimal,Optimal,Optimal,Deficient,SOP,SSP,Wood ash,Wood ash,FYM,Maintain pH,Maintain moisture,SOP
20.37,60.22,75.27,Clayey,Coffee,102,93,50,5.91,Acidic,Excess,Excess,Excess,Optimal,DAP,SOP,Bone meal,Compost,Banana stem compost,Lime,Drainage,DAP
20.05,47.82,72.15,Clayey,Coffee,47,90,9,5.19,Acidic,Excess,Optimal,Excess,Deficient,SOP,SSP,Banana stem compost,Oilseed cakes,Compost,Lime,Drainage,SOP
21.32,86.87,34.46,Loamy,Tea,111,93,73,7.17,Optimal,Optimal,Excess,Excess,Optimal,DAP,SSP,Rock phosphate,Wood ash,Vermicompost,Maintain pH,Maintain moisture,DAP
25.24,94.68,77.39,Sandy,Cotton,49,11,146,7.11,Optimal,Excess,Optimal,Deficient,Excess,DAP,SSP,Poultry manure,Ash,Ash,Maintain pH,Drainage,DAP
19.59,55.01,67.52,Loamy,Coffee,74,95,116,7.41,Optimal,Optimal,Optimal,Excess,Optimal,DAP,SOP,Rock phosphate,Bone meal,Compost,Maintain pH,Maintain moisture,DAP
18.61,92.15,46.18,Loamy,Soybean,118,46,133,7.52,Alkaline,Optimal,Excess,Optimal,Excess,DAP,SSP,Vermicompost,FYM,Vermicompost,Gypsum,Maintain moisture,DAP
26.37,37.39,78.88,Loamy,Rice,47,80,70,7.35,Optimal,Excess,Optimal,Optimal,Optimal,DAP,MOP,Azolla,Wood ash,Wood ash,Maintain pH,Drainage,DAP
28.25,64.66,31.42,Loamy,Cotton,106,66,73,6.14,Optimal,Optimal,Excess,Optimal,Optimal,DAP,SSP,Oil cakes,Ash,Banana peel compost,Maintain pH,Maintain moisture,DAP
29.26,64.66,83.65,Loamy,Groundnut,115,99,17,7.42,Optimal,Excess,Excess,Excess,Deficient,MOP,SSP,Wood ash,Rock phosphate,Rock phosphate,Maintain pH,Drainage,MOP
28.75,36.19,30.35,Loamy,Millets,10,40,145,6.18,Optimal,Optimal,Deficient,Optimal,Excess,Urea (small doses),MOP,FYM,Wood ash,Green leaf manure,Maintain pH,Maintain moisture,Urea (small doses)
23.89,80.62,23.26,Loamy,Sugarcane,91,85,14,6.79,Optimal,Deficient,Optimal,Optimal,Deficient,SOP,DAP,Banana trash compost,Wood ash,FYM,Maintain pH,Continuous irrigation,SOP
23.35,91.16,72.57,Loamy,Millets,22,19,98,6.46,Optimal,Excess,Deficient,Deficient,Optimal,Urea (small doses),SSP,FYM,Rock phosphate,FYM,Maintain pH,Drainage,Urea (small doses)
25.51,55.46,15.93,Clayey,Millets,85,22,132,6.41,Optimal,Deficient,Optimal,Deficient,Excess,SSP,MOP,Rock phosphate,FYM,Green leaf manure,Maintain pH,Light irrigation,SSP
22.3,67.72,45.33,Loamy,Cotton,6,93,70,6.4,Optimal,Optimal,Deficient,Excess,Optimal,Urea,MOP,FYM,Banana peel compost,Oil cakes,Maintain pH,Maintain moisture,Urea
20.33,84.86,43.37,Loamy,Tea,16,80,64,6.09,Optimal,Optimal,Deficient,Optimal,Optimal,Ammonium Sulphate,SOP,Neem cake,Wood ash,Poultry manure,Maintain pH,Maintain moisture,Ammonium Sulphate
23.44,75.97,70.34,Loamy,Coffee,103,16,73,6.55,Optimal,Excess,Excess,Deficient,Optimal,DAP,SSP,Rock phosphate,Wood ash,Compost,Maintain pH,Drainage,DAP
33.67,50.74,54.64,Clayey,Cotton,117,90,146,5.65,Acidic,Optimal,Excess,Excess,Excess,DAP,SOP,Vermicompost,Rock phosphate,Vermicompost,Lime,Maintain moisture,DAP
32.46,48.37,82.54,Loamy,Groundnut,6,59,114,6.91,Optimal,Excess,Deficient,Optimal,Optimal,Light Urea,MOP,FYM,Wood ash,Neem cake,Maintain pH,Drainage,Light Urea
20.38,57.76,84.01,Loamy,Pulses,11,63,161,6.76,Optimal,Excess,Deficient,Optimal,Excess,Starter DAP,MOP,Rhizobium inoculation,Banana waste,Compost,Maintain pH,Avoid waterlogging,Starter DAP
22.75,54.81,82.73,Clayey,Rice,42,56,157,6.33,Optimal,Excess,Optimal,Optimal,Excess,DAP,SOP,Azolla,Bone meal,Vermicompost,Maintain pH,Drainage,DAP
22.06,82.55,36.15,Sandy,Pulses,75,54,9,7.55,Alkaline,Optimal,Optimal,Optimal,Deficient,MOP,DAP,Wood ash,Rock phosphate,Banana waste,Gypsum,Maintain moisture,MOP
19.3,65.33,46.61,Clayey,Coffee,65,18,179,6.0,Optimal,Optimal,Optimal,Deficient,Excess,SSP,MOP,Bone meal,Bone meal,FYM,Maintain pH,Maintain moisture,SSP
30.1,85.97,17.98,Loamy,Pulses,13,15,165,6.3,Optimal,Deficient,Deficient,Deficient,Excess,Starter DAP,SSP,FYM,Rock phosphate,Wood ash,Maintain pH,Irrigation,Starter DAP
25.51,35.38,32.09,Loamy,Pulses,31,33,116,7.29,Optimal,Optimal,Deficient,Deficient,Optimal,Starter DAP,DAP,Rhizobium inoculation,Rock phosphate,Banana waste,Maintain pH,Maintain moisture,Starter DAP
24.15,38.25,15.14,Loamy,Coffee,11,53,27,6.42,Optimal,Deficient,Deficient,Optimal,Deficient,Ammonium Sulphate,SOP,Compost,Wood ash,Compost,Maintain pH,Irrigation,Ammonium Sulphate
25.9,39.87,15.36,Sandy,Maize,53,67,28,7.4,Optimal,Deficient,Optimal,Optimal,Deficient,SOP,SSP,Banana stem compost,Rock phosphate,Wood ash,Maintain pH,Irrigation,SOP
14.39,69.44,60.02,Sandy,Wheat,57,96,99,6.67,Optimal,Optimal,Optimal,Excess,Optimal,DAP,SOP,Poultry manure,Rock phosphate,Mustard cake,Maintain pH,Maintain moisture,DAP
32.28,71.1,66.3,Clayey,Groundnut,46,29,40,5.46,Acidic,Optimal,Optimal,Deficient,Optimal,SSP,MOP,Rock phosphate,Neem cake,Neem cake,Lime,Maintain moisture,SSP
25.39,49.61,26.67,Sandy,Sugarcane,98,99,51,7.6,Alkaline,Deficient,Optimal,Excess,Optimal,DAP,SSP,Banana trash compost,FYM,FYM,Gypsum,Continuous irrigation,DAP
20.88,44.4,24.83,Loamy,Soybean,119,8,147,6.81,Optimal,Deficient,Excess,Deficient,Excess,DAP,SSP,Bone meal,Rhizobium inoculation,Banana peel compost,Maintain pH,Irrigation,DAP
20.38,36.96,17.75,Clayey,Tea,42,12,4,6.03,Optimal,Deficient,Optimal,Deficient,Deficient,SOP,Rock Phosphate,Poultry manure,Banana peel compost,Rock phosphate,Maintain pH,Irrigation,SOP
27.43,50.49,39.03,Clayey,Soybean,54,9,165,6.75,Optimal,Optimal,Optimal,Deficient,Excess,SSP,MOP,Rock phosphate,Wood ash,Rock phosphate,Maintain pH,Maintain moisture,SSP
30.31,81.87,74.6,Loamy,Millets,86,79,51,6.6,Optimal,Excess,Optimal,Optimal,Optimal,DAP,MOP,Rock phosphate,Green leaf manure,Banana peel powder,Maintain pH,Drainage,DAP
29.83,51.45,24.11,Loamy,Rice,20,17,163,6.36,Optimal,Deficient,Deficient,Deficient,Excess,Urea,TSP,Vermicompost,PSB,Rock phosphate,Maintain pH,Irrigation,Urea
18.83,47.66,69.66,Sandy,Pulses,106,25,144,6.56,Optimal,Optimal,Excess,Deficient,Excess,DAP,SSP,Poultry manure,Compost,Wood ash,Maintain pH,Maintain moisture,DAP
16.68,61.07,18.7,Loamy,Coffee,6,32,3,6.2,Optimal,Deficient,Deficient,Deficient,Deficient,Ammonium Sulphate,SOP,Compost,Bone meal,Banana stem compost,Maintain pH,Irrigation,Ammonium Sulphate
24.23,62.38,47.3,Sandy,Maize,92,46,84,7.16,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,SSP,Banana stem compost,Banana stem compost,PSB,Maintain pH,Maintain moisture,DAP
31.23,65.52,15.68,Clayey,Cotton,9,68,152,5.78,Acidic,Deficient,Deficient,Optimal,Excess,Ammonium Sulphate,MOP,FYM,Poultry manure,Vermicompost,Lime,Irrigation,Ammonium Sulphate
27.5,66.78,36.67,Clayey,Cotton,26,89,136,5.68,Acidic,Optimal,Deficient,Excess,Excess,Ammonium Sulphate,MOP,Oil cakes,Rock phosphate,Ash,Lime,Maintain moisture,Ammonium Sulphate
23.36,53.31,44.86,Sandy,Groundnut,32,30,158,7.2,Optimal,Optimal,Deficient,Deficient,Excess,Light Urea,SSP,FYM,Rock phosphate,Rock phosphate,Maintain pH,Maintain moisture,Light Urea
21.16,67.9,78.46,Sandy,Soybean,84,73,105,7.26,Optimal,Excess,Optimal,Optimal,Optimal,DAP,MOP,Vermicompost,Bone meal,Rhizobium inoculation,Maintain pH,Drainage,DAP
21.7,77.84,63.91,Loamy,Coffee,82,86,73,6.41,Optimal,Optimal,Optimal,Excess,Optimal,DAP,SSP,FYM,Rock phosphate,FYM,Maintain pH,Maintain moisture,DAP
30.94,47.19,16.19,Loamy,Maize,10,69,147,7.15,Optimal,Deficient,Deficient,Optimal,Excess,Urea,SOP,FYM,PSB,Wood ash,Maintain pH,Irrigation,Urea
32.89,65.29,75.86,Sandy,Maize,42,54,155,7.39,Optimal,Excess,Optimal,Optimal,Excess,DAP,MOP,Banana stem compost,Banana stem compost,Banana stem compost,Maintain pH,Drainage,DAP
23.04,38.32,71.39,Loamy,Soybean,37,60,96,6.85,Optimal,Excess,Deficient,Optimal,Optimal,DAP starter,MOP,Rhizobium inoculation,Banana peel compost,FYM,Maintain pH,Drainage,DAP starter
23.41,74.72,17.6,Loamy,Coffee,95,41,96,6.83,Optimal,Deficient,Optimal,Optimal,Optimal,DAP,SSP,Compost,Wood ash,Bone meal,Maintain pH,Irrigation,DAP
28.83,68.75,62.95,Loamy,Sugarcane,69,33,93,6.35,Optimal,Optimal,Optimal,Deficient,Optimal,DAP,SSP,Rock phosphate,Wood ash,Rock phosphate,Maintain pH,Maintain moisture,DAP
29.37,66.38,26.63,Loamy,Maize,48,41,142,6.59,Optimal,Deficient,Optimal,Optimal,Excess,DAP,SOP,PSB,Wood ash,Green manure,Maintain pH,Irrigation,DAP
34.63,38.23,83.69,Sandy,Cotton,53,92,56,7.3,Optimal,Excess,Optimal,Excess,Optimal,DAP,SSP,Banana peel compost,Banana peel compost,Banana peel compost,Maintain pH,Drainage,DAP
27.77,49.15,41.28,Clayey,Cotton,93,18,94,6.68,Optimal,Optimal,Optimal,Deficient,Optimal,DAP,SSP,Rock phosphate,Ash,Banana peel compost,Maintain pH,Maintain moisture,DAP
30.31,53.47,38.49,Loamy,Sugarcane,12,19,110,7.05,Optimal,Optimal,Deficient,Deficient,Optimal,Urea,DAP,FYM,Rock phosphate,Press mud compost,Maintain pH,Maintain moisture,Urea
24.77,56.25,18.37,Loamy,Sugarcane,1,62,91,6.75,Optimal,Deficient,Deficient,Optimal,Optimal,CAN,SOP,Press mud compost,Banana trash compost,Bone meal,Maintain pH,Continuous irrigation,CAN
21.91,65.38,28.0,Clayey,Groundnut,14,1,151,6.54,Optimal,Deficient,Deficient,Deficient,Excess,Light Urea,SSP,Neem cake,Rock phosphate,Neem cake,Maintain pH,Irrigation,Light Urea
16.79,63.08,31.57,Loamy,Tea,66,15,141,7.28,Optimal,Optimal,Optimal,Deficient,Excess,Rock Phosphate,SSP,Rock phosphate,Rock phosphate,Poultry manure,Maintain pH,Maintain moisture,Rock Phosphate
22.75,72.6,64.52,Loamy,Groundnut,34,4,179,6.6,Optimal,Optimal,Deficient,Deficient,Excess,Light Urea,SSP,Neem cake,Rock phosphate,FYM,Maintain pH,Maintain moisture,Light Urea
13.86,41.82,56.29,Loamy,Wheat,23,26,140,6.61,Optimal,Optimal,Deficient,Deficient,Excess,Urea,TSP,Azotobacter,Rock phosphate,Azotobacter,Maintain pH,Maintain moisture,Urea
23.07,44.41,36.61,Clayey,Wheat,53,74,126,6.21,Optimal,Optimal,Optimal,Optimal,Excess,DAP,SSP,Wood ash,Mustard cake,Poultry manure,Maintain pH,Maintain moisture,DAP
30.2,83.67,61.43,Clayey,Sugarcane,106,79,123,6.79,Optimal,Optimal,Excess,Optimal,Excess,DAP,MOP,Press mud compost,Wood ash,Green manure,Maintain pH,Maintain moisture,DAP
27.89,55.62,84.02,Loamy,Wheat,44,53,45,6.58,Optimal,Excess,Optimal,Optimal,Optimal,DAP,SSP,Banana peel manure,Mustard cake,Mustard cake,Maintain pH,Drainage,DAP
34.27,78.42,28.2,Sandy,Sugarcane,30,16,6,6.76,Optimal,Deficient,Deficient,Deficient,Deficient,CAN,SOP,FYM,Bone meal,Wood ash,Maintain pH,Continuous irrigation,CAN
33.98,92.79,77.53,Clayey,Cotton,29,98,2,5.79,Acidic,Excess,Deficient,Excess,Deficient,Urea,MOP,FYM,Banana peel compost,Vermicompost,Lime,Drainage,Urea
20.97,43.66,16.27,Loamy,Groundnut,7,34,49,6.94,Optimal,Deficient,Deficient,Deficient,Optimal,Light Urea,SSP,Neem cake,Rock phosphate,Banana compost,Maintain pH,Irrigation,Light Urea
26.21,42.6,61.62,Sandy,Soybean,66,65,106,7.38,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,SSP,Bone meal,Bone meal,Banana peel compost,Maintain pH,Maintain moisture,DAP
31.77,46.74,51.18,Sandy,Cotton,91,12,129,8.14,Alkaline,Optimal,Optimal,Deficient,Excess,DAP,SSP,Poultry manure,Oil cakes,Poultry manure,Gypsum,Maintain moisture,DAP
23.1,77.28,59.13,Loamy,Tea,66,69,92,6.49,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,SOP,Poultry manure,Banana peel compost,Poultry manure,Maintain pH,Maintain moisture,DAP
12.35,68.04,73.15,Loamy,Wheat,108,69,92,7.08,Optimal,Excess,Excess,Optimal,Optimal,DAP,SSP,Wood ash,Poultry manure,Azotobacter,Maintain pH,Drainage,DAP
21.02,35.17,57.5,Loamy,Soybean,92,78,37,6.85,Optimal,Optimal,Optimal,Optimal,Deficient,MOP,SSP,Banana peel compost,Banana peel compost,Rock phosphate,Maintain pH,Maintain moisture,MOP
31.4,80.13,30.73,Sandy,Sugarcane,76,91,91,7.14,Optimal,Optimal,Optimal,Excess,Optimal,DAP,SSP,Green manure,Green manure,Bone meal,Maintain pH,Maintain moisture,DAP
22.99,37.84,27.53,Sandy,Cotton,62,46,112,6.72,Optimal,Deficient,Optimal,Optimal,Optimal,DAP,SSP,Oil cakes,Vermicompost,Poultry manure,Maintain pH,Irrigation,DAP
24.77,93.99,28.65,Loamy,Groundnut,42,59,140,6.8,Optimal,Deficient,Optimal,Optimal,Excess,DAP,SSP,Neem cake,Wood ash,Rock phosphate,Maintain pH,Irrigation,DAP
17.18,87.18,78.04,Loamy,Coffee,24,10,90,7.05,Optimal,Excess,Deficient,Deficient,Optimal,Ammonium Sulphate,SSP,Compost,Bone meal,FYM,Maintain pH,Drainage,Ammonium Sulphate
14.99,83.73,50.78,Loamy,Wheat,66,73,46,6.91,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,SSP,Wood ash,Vermicompost,Vermicompost,Maintain pH,Maintain moisture,DAP
21.55,40.14,65.52,Sandy,Maize,117,27,85,7.33,Optimal,Optimal,Excess,Deficient,Optimal,DAP,SSP,PSB,Rock phosphate,Banana stem compost,Maintain pH,Maintain moisture,DAP
31.63,48.13,53.47,Clayey,Groundnut,113,75,137,5.82,Acidic,Optimal,Excess,Optimal,Excess,DAP,MOP,Neem cake,Neem cake,Rock phosphate,Lime,Maintain moisture,DAP
22.19,74.11,66.47,Loamy,Groundnut,62,44,4,6.11,Optimal,Optimal,Optimal,Optimal,Deficient,MOP,SSP,Banana compost,Banana compost,Neem cake,Maintain pH,Maintain moisture,MOP
23.4,53.21,72.46,Clayey,Coffee,78,1,58,5.69,Acidic,Excess,Optimal,Deficient,Optimal,DAP,SSP,Rock phosphate,Banana stem compost,Banana stem compost,Lime,Drainage,DAP
29.14,52.1,24.66,Sandy,Soybean,12,36,82,7.13,Optimal,Deficient,Deficient,Optimal,Optimal,DAP starter,MOP,Rhizobium inoculation,Banana peel compost,Vermicompost,Maintain pH,Irrigation,DAP starter
28.46,36.93,80.93,Clayey,Groundnut,98,11,115,6.69,Optimal,Excess,Optimal,Deficient,Optimal,SSP,MOP,Rock phosphate,Neem cake,Wood ash,Maintain pH,Drainage,SSP
28.09,64.13,62.33,Clayey,Rice,37,45,81,7.11,Optimal,Optimal,Deficient,Optimal,Optimal,CAN,MOP,FYM,Wood ash,Azolla,Maintain pH,Maintain moisture,CAN
32.27,73.2,38.96,Sandy,Groundnut,6,92,144,6.26,Optimal,Optimal,Deficient,Excess,Excess,Light Urea,MOP,Neem cake,Banana compost,FYM,Maintain pH,Maintain moisture,Light Urea
30.54,41.08,59.35,Clayey,Sugarcane,66,45,171,5.61,Acidic,Optimal,Optimal,Optimal,Excess,DAP,SOP,Banana trash compost,Banana trash compost,Press mud compost,Lime,Maintain moisture,DAP
21.28,61.53,69.37,Loamy,Maize,111,13,94,6.48,Optimal,Optimal,Excess,Deficient,Optimal,DAP,SSP,Rock phosphate,Banana stem compost,Rock phosphate,Maintain pH,Maintain moisture,DAP
30.75,43.6,44.84,Clayey,Pulses,57,73,33,6.01,Optimal,Optimal,Optimal,Optimal,Deficient,MOP,DAP,Wood ash,Wood ash,Rhizobium inoculation,Maintain pH,Maintain moisture,MOP
20.74,50.15,74.78,Clayey,Pulses,106,68,51,6.14,Optimal,Excess,Excess,Optimal,Optimal,DAP,MOP,FYM,Rhizobium inoculation,Rock phosphate,Maintain pH,Avoid waterlogging,DAP
20.97,85.85,70.3,Clayey,Maize,42,65,42,6.97,Optimal,Excess,Optimal,Optimal,Optimal,DAP,SSP,Rock phosphate,Rock phosphate,PSB,Maintain pH,Drainage,DAP
34.75,47.16,80.87,Clayey,Cotton,105,57,92,5.98,Acidic,Excess,Excess,Optimal,Optimal,DAP,SSP,FYM,Banana peel compost,Ash,Lime,Drainage,DAP
21.55,57.73,44.25,Clayey,Wheat,3,63,68,6.35,Optimal,Optimal,Deficient,Optimal,Optimal,CAN,SOP,Mustard cake,Rock phosphate,Wood ash,Maintain pH,Maintain moisture,CAN
21.68,36.58,49.61,Loamy,Coffee,55,43,143,7.46,Optimal,Optimal,Optimal,Optimal,Excess,DAP,SSP,FYM,Wood ash,Oilseed cakes,Maintain pH,Maintain moisture,DAP
18.01,87.68,62.81,Loamy,Soybean,37,25,84,6.6,Optimal,Optimal,Deficient,Deficient,Optimal,DAP starter,DAP,Vermicompost,Rock phosphate,FYM,Maintain pH,Maintain moisture,DAP starter
24.17,87.06,31.17,Loamy,Millets,116,67,12,6.43,Optimal,Optimal,Excess,Optimal,Deficient,MOP,SSP,Banana peel powder,FYM,Rock phosphate,Maintain pH,Maintain moisture,MOP
24.61,61.28,67.69,Loamy,Maize,54,49,57,6.94,Optimal,Optimal,Optimal,Optimal,Optimal,DAP,SSP,Rock phosphate,Rock phosphate,Banana stem compost,Maintain pH,Maintain moisture,DAP
24.7,54.32,52.54,Loamy,Wheat,46,78,129,6.28,Optimal,Optimal,Optimal,Optimal,Excess,DAP,SSP,Mustard cake,Vermicompost,Rock phosphate,Maintain pH,Maintain moisture,DAP
29.06,72.2,76.98,Clayey,Maize,101,56,56,6.2,Optimal,Excess,Excess,Optimal,Optimal,DAP,MOP,Banana stem compost,Rock phosphate,Rock phosphate,Maintain pH,Drainage,DAP
